path,label
data_single/20250926-234549-18c705-L0.npz,0
data_single/20250926-234426-62b642-L0.npz,0
data_single/20250926-234205-06679e-L1.npz,1
data_single/20250926-234508-681a0e-L0.npz,0
data_single/20250926-234438-5dfe2d-L0.npz,0
data_single/20250926-234524-e42094-L0.npz,0
data_single/20250926-234506-c6ee8a-L0.npz,0
data_single/20250926-234451-cc1025-L0.npz,0
data_single/20250926-234508-de762e-L0.npz,0
data_single/20250926-234415-547795-L0.npz,0
data_single/20250926-234207-3459a8-L1.npz,1
data_single/20250926-234417-7bcad6-L0.npz,0
data_single/20250926-234525-a850ac-L0.npz,0
data_single/20250926-234222-233238-L1.npz,1
data_single/20250926-234418-c54edc-L0.npz,0
data_single/20250926-234537-a8414e-L0.npz,0
data_single/20250926-234512-05b121-L0.npz,0
data_single/20250926-234427-79eab3-L0.npz,0
data_single/20250926-234445-576d4c-L0.npz,0
data_single/20250926-234541-27f62c-L0.npz,0
data_single/20250926-234523-766c4b-L0.npz,0
data_single/20250926-234243-675427-L1.npz,1
data_single/20250926-234502-95cdb5-L0.npz,0
data_single/20250926-234549-89d157-L0.npz,0
data_single/20250926-234550-04aeb4-L0.npz,0
data_single/20250926-234149-e90098-L1.npz,1
data_single/20250926-234547-ab1175-L0.npz,0
data_single/20250926-234439-d3cd7d-L0.npz,0
data_single/20250926-234151-0d33ae-L1.npz,1
data_single/20250926-234240-6f028f-L1.npz,1
data_single/20250926-234246-09688f-L1.npz,1
data_single/20250926-234202-ed6436-L1.npz,1
data_single/20250926-234536-3cf40a-L0.npz,0
data_single/20250926-234543-324ae2-L0.npz,0
data_single/20250926-234426-26b2a8-L0.npz,0
data_single/20250926-234533-3dda35-L0.npz,0
data_single/20250926-234522-e2b562-L0.npz,0
data_single/20250926-234525-96547b-L0.npz,0
data_single/20250926-234433-f42bd3-L0.npz,0
data_single/20250926-234513-27c816-L0.npz,0
data_single/20250926-234548-079c0a-L0.npz,0
data_single/20250926-234538-8643d1-L0.npz,0
data_single/20250926-234423-b5c1d5-L0.npz,0
data_single/20250926-234251-fca6bc-L1.npz,1
data_single/20250926-234406-650440-L0.npz,0
data_single/20250926-234147-6785a0-L1.npz,1
data_single/20250926-234236-e6e338-L1.npz,1
data_single/20250926-234512-bba288-L0.npz,0
data_single/20250926-234541-725f1a-L0.npz,0
data_single/20250926-234530-bab74e-L0.npz,0
data_single/20250926-234407-a7ae8e-L0.npz,0
data_single/20250926-234549-fd930d-L0.npz,0
data_single/20250926-234207-202ca7-L1.npz,1
data_single/20250926-234427-5161cb-L0.npz,0
data_single/20250926-234451-baf3a9-L0.npz,0
data_single/20250926-234547-7dd64f-L0.npz,0
data_single/20250926-234556-9e6adc-L0.npz,0
data_single/20250926-234428-c17fb3-L0.npz,0
data_single/20250926-234531-203268-L0.npz,0
data_single/20250926-234534-329c0f-L0.npz,0
data_single/20250926-234224-ef87df-L1.npz,1
data_single/20250926-234414-639e46-L0.npz,0
data_single/20250926-234229-1954c1-L1.npz,1
data_single/20250926-234210-99a11f-L1.npz,1
data_single/20250926-234417-360f2e-L0.npz,0
data_single/20250926-234221-c416e5-L1.npz,1
data_single/20250926-234211-2e849b-L1.npz,1
data_single/20250926-234531-a7591f-L0.npz,0
data_single/20250926-234153-482a05-L1.npz,1
data_single/20250926-234234-4e55a5-L1.npz,1
data_single/20250926-234450-194295-L0.npz,0
data_single/20250926-234238-305d1a-L1.npz,1
data_single/20250926-234156-71a1c5-L1.npz,1
data_single/20250926-234523-f425c5-L0.npz,0
data_single/20250926-234535-0d1b92-L0.npz,0
data_single/20250926-234451-776ac0-L0.npz,0
data_single/20250926-234538-110038-L0.npz,0
data_single/20250926-234418-3e931a-L0.npz,0
